YEAR.WEEK,SUMMER,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,DAYS,UNEMPLOYMENT,UTILITY.GAS,North CRIMES,West CRIMES,Central CRIMES
2013.09,0,0,1,0,0,0,0,0,0,0,0,0,7,73266,1.224,1664,601,603
2013.1,0,0,1,0,0,0,0,0,0,0,0,0,7,73266,1.224,1469,651,587
2013.11,0,0,1,0,0,0,0,0,0,0,0,0,7,73266,1.224,1597,645,567
2013.12,0,0,1,0,0,0,0,0,0,0,0,0,7,73266,1.224,1641,731,612
2013.13,0,0,0,1,0,0,0,0,0,0,0,0,7,67452,1.214,1709,664,575
2013.14,0,0,0,1,0,0,0,0,0,0,0,0,7,67452,1.214,1657,679,602
2013.15,0,0,0,1,0,0,0,0,0,0,0,0,7,67452,1.214,1769,631,694
2013.16,0,0,0,1,0,0,0,0,0,0,0,0,7,67452,1.214,1640,682,611
2013.17,0,0,0,1,0,0,0,0,0,0,0,0,7,67452,1.214,1767,765,590
2013.18,0,0,0,0,1,0,0,0,0,0,0,0,7,72640,1.216,1771,770,682
2013.19,0,0,0,0,1,0,0,0,0,0,0,0,7,72640,1.216,1735,764,670
2013.2,0,0,0,0,1,0,0,0,0,0,0,0,7,72640,1.216,1762,730,635
2013.21,0,0,0,0,1,0,0,0,0,0,0,0,7,72640,1.216,1708,781,646
2013.22,0,0,0,0,0,1,0,0,0,0,0,0,7,75706,1.215,1713,717,706
2013.23,0,0,0,0,0,1,0,0,0,0,0,0,7,75706,1.215,1724,765,701
2013.24,1,0,0,0,0,1,0,0,0,0,0,0,7,75706,1.215,1895,777,713
2013.25,1,0,0,0,0,1,0,0,0,0,0,0,7,75706,1.215,1854,750,666
2013.26,1,0,0,0,0,0,1,0,0,0,0,0,7,77628,1.219,1747,742,706
2013.27,1,0,0,0,0,0,1,0,0,0,0,0,7,77628,1.219,1711,718,641
2013.28,1,0,0,0,0,0,1,0,0,0,0,0,7,77628,1.219,1766,719,729
2013.29,1,0,0,0,0,0,1,0,0,0,0,0,7,77628,1.219,1793,701,706
2013.3,1,0,0,0,0,0,1,0,0,0,0,0,7,77628,1.219,1782,709,678
2013.31,1,0,0,0,0,0,0,1,0,0,0,0,7,75479,1.216,1852,664,724
2013.32,1,0,0,0,0,0,0,1,0,0,0,0,7,75479,1.216,1744,693,699
2013.33,1,0,0,0,0,0,0,1,0,0,0,0,7,75479,1.216,1938,735,678
2013.34,1,0,0,0,0,0,0,1,0,0,0,0,7,75479,1.216,1778,776,641
2013.35,1,0,0,0,0,0,0,0,1,0,0,0,7,70111,1.186,1737,764,680
2013.36,1,0,0,0,0,0,0,0,1,0,0,0,7,70111,1.186,1650,727,673
2013.37,1,0,0,0,0,0,0,0,1,0,0,0,7,70111,1.186,1765,740,574
2013.38,0,0,0,0,0,0,0,0,1,0,0,0,7,70111,1.186,1659,773,608
2013.39,0,0,0,0,0,0,0,0,1,0,0,0,7,70111,1.186,1868,802,623
2013.4,0,0,0,0,0,0,0,0,0,1,0,0,7,69831,1.176,1627,674,623
2013.41,0,0,0,0,0,0,0,0,0,1,0,0,7,69831,1.176,1737,676,692
2013.42,0,0,0,0,0,0,0,0,0,1,0,0,7,69831,1.176,1590,689,606
2013.43,0,0,0,0,0,0,0,0,0,1,0,0,7,69831,1.176,1689,768,655
2013.44,0,0,0,0,0,0,0,0,0,0,1,0,7,63408,1.147,1586,643,595
2013.45,0,0,0,0,0,0,0,0,0,0,1,0,7,63408,1.147,1602,696,599
2013.46,0,0,0,0,0,0,0,0,0,0,1,0,7,63408,1.147,1613,685,532
2013.47,0,0,0,0,0,0,0,0,0,0,1,0,7,63408,1.147,1309,545,463
2013.48,0,0,0,0,0,0,0,0,0,0,0,1,7,58411,1.127,1444,644,541
2013.49,0,0,0,0,0,0,0,0,0,0,0,1,7,58411,1.127,1235,467,454
2013.5,0,0,0,0,0,0,0,0,0,0,0,1,7,58411,1.127,1530,603,495
2013.51,0,0,0,0,0,0,0,0,0,0,0,1,7,58411,1.127,1215,526,387
2013.52,0,0,0,0,0,0,0,0,0,0,0,1,2,58411,1.127,379,180,134
2014.0,0,0,0,0,0,0,0,0,0,0,0,0,5,63662,1.163,768,324,259
2014.01,0,0,0,0,0,0,0,0,0,0,0,0,7,63662,1.163,1374,569,424
2014.02,0,0,0,0,0,0,0,0,0,0,0,0,7,63662,1.163,1512,762,510
2014.03,0,0,0,0,0,0,0,0,0,0,0,0,7,63662,1.163,1094,440,314
2014.04,0,0,0,0,0,0,0,0,0,0,0,0,7,63662,1.163,1300,630,415
2014.05,0,1,0,0,0,0,0,0,0,0,0,0,7,62403,1.129,1252,580,472
2014.06,0,1,0,0,0,0,0,0,0,0,0,0,7,62403,1.129,1152,458,397
2014.07,0,1,0,0,0,0,0,0,0,0,0,0,7,62403,1.129,1386,680,477
2014.08,0,1,0,0,0,0,0,0,0,0,0,0,7,62403,1.129,1300,528,458
2014.09,0,0,1,0,0,0,0,0,0,0,0,0,7,61131,1.219,1475,581,455
2014.1,0,0,1,0,0,0,0,0,0,0,0,0,7,61131,1.219,1448,720,519
2014.11,0,0,1,0,0,0,0,0,0,0,0,0,7,61131,1.219,1673,712,591
2014.12,0,0,1,0,0,0,0,0,0,0,0,0,7,61131,1.219,1457,625,495
2014.13,0,0,1,0,0,0,0,0,0,0,0,0,7,61131,1.219,1672,729,552
2014.14,0,0,0,1,0,0,0,0,0,0,0,0,7,52018,1.2329999999999999,1801,805,629
2014.15,0,0,0,1,0,0,0,0,0,0,0,0,7,52018,1.2329999999999999,1702,727,533
2014.16,0,0,0,1,0,0,0,0,0,0,0,0,7,52018,1.2329999999999999,1747,827,590
2014.17,0,0,0,1,0,0,0,0,0,0,0,0,7,52018,1.2329999999999999,1753,803,519
2014.18,0,0,0,0,1,0,0,0,0,0,0,0,7,58777,1.23,1766,832,581
2014.19,0,0,0,0,1,0,0,0,0,0,0,0,7,58777,1.23,1791,797,637
2014.2,0,0,0,0,1,0,0,0,0,0,0,0,7,58777,1.23,1732,784,642
2014.21,0,0,0,0,1,0,0,0,0,0,0,0,7,58777,1.23,1801,769,612
2014.22,0,0,0,0,0,1,0,0,0,0,0,0,7,58013,1.2329999999999999,1841,896,604
2014.23,0,0,0,0,0,1,0,0,0,0,0,0,7,58013,1.2329999999999999,1764,827,594
2014.24,1,0,0,0,0,1,0,0,0,0,0,0,7,58013,1.2329999999999999,1952,773,599
2014.25,1,0,0,0,0,1,0,0,0,0,0,0,7,58013,1.2329999999999999,1747,821,614
2014.26,1,0,0,0,0,1,0,0,0,0,0,0,7,58013,1.2329999999999999,1739,803,620
2014.27,1,0,0,0,0,0,1,0,0,0,0,0,7,62450,1.236,1938,829,554
2014.28,1,0,0,0,0,0,1,0,0,0,0,0,7,62450,1.236,1856,878,639
2014.29,1,0,0,0,0,0,1,0,0,0,0,0,7,62450,1.236,1876,865,700
2014.3,1,0,0,0,0,0,1,0,0,0,0,0,7,62450,1.236,1730,880,667
2014.31,1,0,0,0,0,0,0,1,0,0,0,0,7,58529,1.237,1869,763,606
2014.32,1,0,0,0,0,0,0,1,0,0,0,0,7,58529,1.237,1787,812,590
2014.33,1,0,0,0,0,0,0,1,0,0,0,0,7,58529,1.237,1729,799,557
2014.34,1,0,0,0,0,0,0,1,0,0,0,0,7,58529,1.237,1639,729,579
2014.35,1,0,0,0,0,0,0,0,1,0,0,0,7,51451,1.1440000000000001,1856,829,677
2014.36,1,0,0,0,0,0,0,0,1,0,0,0,7,51451,1.1440000000000001,1745,786,644
2014.37,1,0,0,0,0,0,0,0,1,0,0,0,7,51451,1.1440000000000001,1935,756,687
2014.38,1,0,0,0,0,0,0,0,1,0,0,0,7,51451,1.1440000000000001,1847,743,645
2014.39,0,0,0,0,0,0,0,0,1,0,0,0,7,51451,1.1440000000000001,1833,846,693
2014.4,0,0,0,0,0,0,0,0,0,1,0,0,7,50381,1.165,1819,769,726
2014.41,0,0,0,0,0,0,0,0,0,1,0,0,7,50381,1.165,1820,765,674
2014.42,0,0,0,0,0,0,0,0,0,1,0,0,7,50381,1.165,1808,718,598
2014.43,0,0,0,0,0,0,0,0,0,1,0,0,7,50381,1.165,1805,759,731
2014.44,0,0,0,0,0,0,0,0,0,0,1,0,7,48721,1.14,1882,751,609
2014.45,0,0,0,0,0,0,0,0,0,0,1,0,7,48721,1.14,1818,656,592
2014.46,0,0,0,0,0,0,0,0,0,0,1,0,7,48721,1.14,1614,567,568
2014.47,0,0,0,0,0,0,0,0,0,0,1,0,7,48721,1.14,1455,563,523
2014.48,0,0,0,0,0,0,0,0,0,0,0,1,7,45875,1.146,1644,552,589
2014.49,0,0,0,0,0,0,0,0,0,0,0,1,7,45875,1.146,1533,602,559
2014.5,0,0,0,0,0,0,0,0,0,0,0,1,7,45875,1.146,1644,611,543
2014.51,0,0,0,0,0,0,0,0,0,0,0,1,7,45875,1.146,1349,491,470
2014.52,0,0,0,0,0,0,0,0,0,0,0,1,3,45875,1.146,609,235,220
2015.0,0,0,0,0,0,0,0,0,0,0,0,0,4,54104,1.14,804,273,329
2015.01,0,0,0,0,0,0,0,0,0,0,0,0,7,54104,1.14,1305,529,482
2015.02,0,0,0,0,0,0,0,0,0,0,0,0,7,54104,1.14,1547,603,649
2015.03,0,0,0,0,0,0,0,0,0,0,0,0,7,54104,1.14,1470,604,577
2015.04,0,0,0,0,0,0,0,0,0,0,0,0,7,54104,1.14,1399,535,548
2015.05,0,1,0,0,0,0,0,0,0,0,0,0,7,50879,1.14,1595,638,602
2015.06,0,1,0,0,0,0,0,0,0,0,0,0,7,50879,1.14,1409,531,557
2015.07,0,1,0,0,0,0,0,0,0,0,0,0,7,50879,1.14,1270,469,496
2015.08,0,1,0,0,0,0,0,0,0,0,0,0,7,50879,1.14,1517,547,586
2015.09,0,0,1,0,0,0,0,0,0,0,0,0,7,49320,1.092,1324,519,496
2015.1,0,0,1,0,0,0,0,0,0,0,0,0,7,49320,1.092,1532,621,607
2015.11,0,0,1,0,0,0,0,0,0,0,0,0,7,49320,1.092,1696,612,590
2015.12,0,0,1,0,0,0,0,0,0,0,0,0,7,49320,1.092,1624,595,627
2015.13,0,0,1,0,0,0,0,0,0,0,0,0,7,49320,1.092,1709,780,658
2015.14,0,0,0,1,0,0,0,0,0,0,0,0,7,46180,1.087,1761,695,678
2015.15,0,0,0,1,0,0,0,0,0,0,0,0,7,46180,1.087,1945,709,742
2015.16,0,0,0,1,0,0,0,0,0,0,0,0,7,46180,1.087,1836,715,774
2015.17,0,0,0,1,0,0,0,0,0,0,0,0,7,46180,1.087,1802,776,672
2015.18,0,0,0,0,1,0,0,0,0,0,0,0,7,53225,1.1179999999999999,1873,758,745
2015.19,0,0,0,0,1,0,0,0,0,0,0,0,7,53225,1.1179999999999999,1797,766,622
2015.2,0,0,0,0,1,0,0,0,0,0,0,0,7,53225,1.1179999999999999,1896,740,667
2015.21,0,0,0,0,1,0,0,0,0,0,0,0,7,53225,1.1179999999999999,1847,707,692
2015.22,0,0,0,0,0,1,0,0,0,0,0,0,7,51468,1.0390000000000001,1698,721,711
2015.23,0,0,0,0,0,1,0,0,0,0,0,0,7,51468,1.0390000000000001,1815,782,698
2015.24,1,0,0,0,0,1,0,0,0,0,0,0,7,51468,1.0390000000000001,1781,788,667
2015.25,1,0,0,0,0,1,0,0,0,0,0,0,7,51468,1.0390000000000001,1761,722,679
2015.26,1,0,0,0,0,1,0,0,0,0,0,0,7,51468,1.0390000000000001,1830,757,701
2015.27,1,0,0,0,0,0,1,0,0,0,0,0,7,55132,1.038,1825,764,672
2015.28,1,0,0,0,0,0,1,0,0,0,0,0,7,55132,1.038,1768,802,601
2015.29,1,0,0,0,0,0,1,0,0,0,0,0,7,55132,1.038,1833,803,614
2015.3,1,0,0,0,0,0,1,0,0,0,0,0,7,55132,1.038,1812,894,607
2015.31,1,0,0,0,0,0,0,1,0,0,0,0,7,50124,1.042,1834,754,619
2015.32,1,0,0,0,0,0,0,1,0,0,0,0,7,50124,1.042,1849,795,623
2015.33,1,0,0,0,0,0,0,1,0,0,0,0,7,50124,1.042,1918,768,684
2015.34,1,0,0,0,0,0,0,1,0,0,0,0,7,50124,1.042,1798,816,675
2015.35,1,0,0,0,0,0,0,1,0,0,0,0,7,50124,1.042,1847,799,605
2015.36,1,0,0,0,0,0,0,0,1,0,0,0,7,44703,1.026,1657,749,561
2015.37,1,0,0,0,0,0,0,0,1,0,0,0,7,44703,1.026,1702,822,650
2015.38,1,0,0,0,0,0,0,0,1,0,0,0,7,44703,1.026,1476,614,475
2015.39,0,0,0,0,0,0,0,0,1,0,0,0,7,44703,1.026,1439,581,502
2015.4,0,0,0,0,0,0,0,0,0,1,0,0,7,43005,0.9990000000000001,1680,750,570
2015.41,0,0,0,0,0,0,0,0,0,1,0,0,7,43005,0.9990000000000001,1574,730,555
2015.42,0,0,0,0,0,0,0,0,0,1,0,0,7,43005,0.9990000000000001,1522,725,577
2015.43,0,0,0,0,0,0,0,0,0,1,0,0,7,43005,0.9990000000000001,1635,628,589
2015.44,0,0,0,0,0,0,0,0,0,0,1,0,7,40368,0.9990000000000001,1586,688,593
2015.45,0,0,0,0,0,0,0,0,0,0,1,0,7,40368,0.9990000000000001,1506,608,609
2015.46,0,0,0,0,0,0,0,0,0,0,1,0,7,40368,0.9990000000000001,1559,620,525
2015.47,0,0,0,0,0,0,0,0,0,0,1,0,7,40368,0.9990000000000001,1346,526,480
2015.48,0,0,0,0,0,0,0,0,0,0,1,0,7,40368,0.9990000000000001,1462,641,504
2015.49,0,0,0,0,0,0,0,0,0,0,0,1,7,36459,0.9540000000000001,1510,635,608
2015.5,0,0,0,0,0,0,0,0,0,0,0,1,7,36459,0.9540000000000001,1505,595,516
2015.51,0,0,0,0,0,0,0,0,0,0,0,1,7,36459,0.9540000000000001,1198,474,481
2015.52,0,0,0,0,0,0,0,0,0,0,0,1,4,36459,0.9540000000000001,877,337,310
2016.0,0,0,0,0,0,0,0,0,0,0,0,0,3,44152,0.9540000000000001,474,196,222
2016.01,0,0,0,0,0,0,0,0,0,0,0,0,7,44152,0.9540000000000001,1395,481,489
2016.02,0,0,0,0,0,0,0,0,0,0,0,0,7,44152,0.9540000000000001,1479,487,473
2016.03,0,0,0,0,0,0,0,0,0,0,0,0,7,44152,0.9540000000000001,1140,422,339
2016.04,0,0,0,0,0,0,0,0,0,0,0,0,7,44152,0.9540000000000001,1364,437,503
2016.05,0,1,0,0,0,0,0,0,0,0,0,0,7,44178,0.955,1540,491,527
2016.06,0,1,0,0,0,0,0,0,0,0,0,0,7,44178,0.955,1315,425,418
2016.07,0,1,0,0,0,0,0,0,0,0,0,0,7,44178,0.955,1303,493,524
2016.08,0,1,0,0,0,0,0,0,0,0,0,0,7,44178,0.955,1379,491,550
2016.09,0,1,0,0,0,0,0,0,0,0,0,0,7,44178,0.955,1464,519,497
2016.1,0,0,1,0,0,0,0,0,0,0,0,0,7,47477,1.003,1509,545,559
2016.11,0,0,1,0,0,0,0,0,0,0,0,0,7,47477,1.003,1448,519,565
2016.12,0,0,1,0,0,0,0,0,0,0,0,0,7,47477,1.003,1516,519,514
2016.13,0,0,1,0,0,0,0,0,0,0,0,0,7,47477,1.003,1606,562,570
2016.14,0,0,0,1,0,0,0,0,0,0,0,0,7,46584,0.997,1550,514,463
2016.15,0,0,0,1,0,0,0,0,0,0,0,0,7,46584,0.997,1726,601,501
2016.16,0,0,0,1,0,0,0,0,0,0,0,0,7,46584,0.997,1629,602,573
2016.17,0,0,0,1,0,0,0,0,0,0,0,0,7,46584,0.997,1660,596,543
2016.18,0,0,0,0,1,0,0,0,0,0,0,0,7,49989,0.991,1669,624,559
2016.19,0,0,0,0,1,0,0,0,0,0,0,0,7,49989,0.991,1639,600,584
2016.2,0,0,0,0,1,0,0,0,0,0,0,0,7,49989,0.991,1690,607,523
2016.21,0,0,0,0,1,0,0,0,0,0,0,0,7,49989,0.991,1757,660,572
2016.22,0,0,0,0,1,0,0,0,0,0,0,0,7,49989,0.991,1620,616,600
2016.23,0,0,0,0,0,1,0,0,0,0,0,0,7,49192,0.992,1604,579,606
2016.24,0,0,0,0,0,1,0,0,0,0,0,0,7,49192,0.992,1625,583,564
2016.25,1,0,0,0,0,1,0,0,0,0,0,0,7,49192,0.992,1616,708,622
2016.26,1,0,0,0,0,1,0,0,0,0,0,0,7,49192,0.992,1692,635,579
2016.27,1,0,0,0,0,0,1,0,0,0,0,0,7,55291,0.993,1439,646,533
2016.28,1,0,0,0,0,0,1,0,0,0,0,0,7,55291,0.993,1644,622,502
2016.29,1,0,0,0,0,0,1,0,0,0,0,0,7,55291,0.993,1516,493,544
2016.3,1,0,0,0,0,0,1,0,0,0,0,0,7,55291,0.993,1437,523,441
2016.31,1,0,0,0,0,0,0,1,0,0,0,0,7,54853,0.993,1592,609,534
2016.32,1,0,0,0,0,0,0,1,0,0,0,0,7,54853,0.993,1596,627,537
2016.33,1,0,0,0,0,0,0,1,0,0,0,0,3,54853,0.993,703,276,233
